ID,MATRICULA,COD_CURSO,CURSO,PERIODO,CODIGO,DISCIPLINA,CREDITOS,DEPARTAMENTO,MEDIA,SITUACAO,PERIODO_INGRESSO,PERIODO_RELATIVO,COD_EVASAO
6723,21682381,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,8.8,Aprovado,2009.2,1,0
6724,309291064,14123100,ENGENHARIA ELETRICA,2011.2,1404142,LAB. ELETROMAGNETISMO,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.4,Aprovado,2009.2,5,0
6725,309291064,14123100,ENGENHARIA ELETRICA,2011.2,1109108,VARIAVEIS COMPLEXAS,4,UNID. ACAD. DE MATEMATICA,6.1,Aprovado,2009.2,5,0
6726,309291064,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,9,Aprovado,2009.2,1,0
6727,309291064,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,8.1,Aprovado,2009.2,1,0
6728,309291064,14123100,ENGENHARIA ELETRICA,2009.2,1305036,INSTITUICOES DO DIREITO,3,UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA,8.5,Aprovado,2009.2,1,0
6729,309291064,14123100,ENGENHARIA ELETRICA,2011.2,1503034,FENOMENOS DE TRANSPORTE,5,UNID. ACAD. DE ENGENHARIA CIVIL,5.7,Aprovado,2009.2,5,0
6730,309291064,14123100,ENGENHARIA ELETRICA,2011.2,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.3,Aprovado,2009.2,5,0
6731,309291064,14123100,ENGENHARIA ELETRICA,2009.2,1404163,CIRCUITOS LOGICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2009.2,1,0
6732,309291064,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.7,Aprovado,2009.2,1,0
6733,309291064,14123100,ENGENHARIA ELETRICA,2011.2,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.1,Aprovado,2009.2,5,0
6734,309291064,14123100,ENGENHARIA ELETRICA,2011.2,1404141,ELETROMAGNETISMO,4,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2009.2,5,0
6735,309291064,14123100,ENGENHARIA ELETRICA,2009.2,1404164,LAB. CIRCUITOS LOGICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.4,Aprovado,2009.2,1,0
6736,71827292,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7.8,Aprovado,2009.2,1,0
6737,71827292,14123100,ENGENHARIA ELETRICA,2011.2,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.6,Aprovado,2009.2,5,0
6738,71827292,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,9,Aprovado,2009.2,1,0
6739,71827292,14123100,ENGENHARIA ELETRICA,2011.2,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2009.2,5,0
6740,71827292,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7.2,Aprovado,2009.2,1,0
6741,71827292,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7.6,Aprovado,2009.2,1,0
6742,71827292,14123100,ENGENHARIA ELETRICA,2011.2,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.3,Aprovado,2009.2,5,0
6743,71827292,14123100,ENGENHARIA ELETRICA,2011.2,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2009.2,5,0
6744,71827292,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,10,Aprovado,2009.2,1,0
6745,71827292,14123100,ENGENHARIA ELETRICA,2011.2,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,8.3,Aprovado,2009.2,5,0
6746,71827292,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,10,Aprovado,2009.2,1,0
6747,71827292,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,8,Aprovado,2009.2,1,0
6748,71827292,14123100,ENGENHARIA ELETRICA,2011.2,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,6.8,Aprovado,2009.2,5,0
6749,71827292,14123100,ENGENHARIA ELETRICA,2011.2,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2009.2,5,0
6750,121972203,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,3.3,Reprovado,2009.2,1,0
6751,121972203,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,5.3,Aprovado,2009.2,1,0
6752,121972203,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.5,Aprovado,2009.2,1,0
6753,121972203,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,3.4,Reprovado,2009.2,1,0
6754,121972203,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,7.3,Aprovado,2009.2,1,0
6755,121972203,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,9,Aprovado,2009.2,1,0
6756,121972203,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.2,1,0
6757,884508416,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,8.8,Aprovado,2009.2,1,0
6758,884508416,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7.2,Aprovado,2009.2,1,0
6759,884508416,14123100,ENGENHARIA ELETRICA,2011.2,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,2.6,Reprovado,2009.2,5,0
6760,884508416,14123100,ENGENHARIA ELETRICA,2011.2,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.7,Aprovado,2009.2,5,0
6761,884508416,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7,Aprovado,2009.2,1,0
6762,884508416,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,9.5,Aprovado,2009.2,1,0
6763,884508416,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,8.7,Aprovado,2009.2,1,0
6764,884508416,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,9.3,Aprovado,2009.2,1,0
6765,884508416,14123100,ENGENHARIA ELETRICA,2011.2,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,3.8,Reprovado,2009.2,5,0
6766,884508416,14123100,ENGENHARIA ELETRICA,2011.2,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2009.2,5,0
6767,884508416,14123100,ENGENHARIA ELETRICA,2011.2,1305036,INSTITUICOES DO DIREITO,3,UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA,9.5,Aprovado,2009.2,5,0
6768,884508416,14123100,ENGENHARIA ELETRICA,2011.2,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7,Aprovado,2009.2,5,0
6769,884508416,14123100,ENGENHARIA ELETRICA,2011.2,1305033,SOCIOLOGIA INDUSTRIAL I,3,UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA,8.5,Aprovado,2009.2,5,0
6770,884508416,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.9,Aprovado,2009.2,1,0
6771,647044643,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,0,Reprovado por Falta,2009.2,1,0
6772,647044643,14123100,ENGENHARIA ELETRICA,2009.2,1109049,ALGEBRA LINEAR I,4,UNID. ACAD. DE MATEMATICA,0,Reprovado por Falta,2009.2,1,0
6773,647044643,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,0,Reprovado por Falta,2009.2,1,0
6774,647044643,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,0,Reprovado por Falta,2009.2,1,0
6775,647044643,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,6.9,Aprovado,2009.2,1,0
6776,172117099,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,0,Reprovado por Falta,2009.2,1,1
6777,172117099,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,0,Reprovado por Falta,2009.2,1,1
6778,172117099,14123100,ENGENHARIA ELETRICA,2009.2,1305036,INSTITUICOES DO DIREITO,3,UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA,0,Reprovado por Falta,2009.2,1,1
6779,172117099,14123100,ENGENHARIA ELETRICA,2009.2,1307045,LINGUA PORTUGUESA,5,UNID. ACAD. DE LETRAS,0,Reprovado por Falta,2009.2,1,1
6780,172117099,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2009.2,1,1
6781,697189554,14123100,ENGENHARIA ELETRICA,2011.2,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2009.2,5,0
6782,697189554,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,9.4,Aprovado,2009.2,1,0
6783,697189554,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,8.1,Aprovado,2009.2,1,0
6784,697189554,14123100,ENGENHARIA ELETRICA,2011.2,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,7.8,Aprovado,2009.2,5,0
6785,697189554,14123100,ENGENHARIA ELETRICA,2011.2,1404139,LAB. CIRCUITOS ELETRICOS I,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2009.2,5,0
6786,697189554,14123100,ENGENHARIA ELETRICA,2011.2,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2009.2,5,0
6787,697189554,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7.7,Aprovado,2009.2,1,0
6788,697189554,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,10,Aprovado,2009.2,1,0
6789,697189554,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,8.4,Aprovado,2009.2,1,0
6790,697189554,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,9.3,Aprovado,2009.2,1,0
6791,697189554,14123100,ENGENHARIA ELETRICA,2011.2,1404163,CIRCUITOS LOGICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2009.2,5,0
6792,697189554,14123100,ENGENHARIA ELETRICA,2011.2,1404164,LAB. CIRCUITOS LOGICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9.7,Aprovado,2009.2,5,0
6793,697189554,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,8.8,Aprovado,2009.2,1,0
6794,272406920,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,10,Aprovado,2009.2,1,0
6795,272406920,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,5.9,Aprovado,2009.2,1,0
6796,272406920,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,9,Aprovado,2009.2,1,0
6797,272406920,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,5.2,Aprovado,2009.2,1,0
6798,272406920,14123100,ENGENHARIA ELETRICA,2011.2,1404141,ELETROMAGNETISMO,4,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2009.2,5,0
6799,272406920,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,5.9,Aprovado,2009.2,1,0
6800,272406920,14123100,ENGENHARIA ELETRICA,2011.2,1109049,ALGEBRA LINEAR I,4,UNID. ACAD. DE MATEMATICA,3.3,Reprovado,2009.2,5,0
6801,272406920,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,0.3,Reprovado,2009.2,1,0
6802,272406920,14123100,ENGENHARIA ELETRICA,2011.2,1404142,LAB. ELETROMAGNETISMO,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.4,Aprovado,2009.2,5,0
6803,272406920,14123100,ENGENHARIA ELETRICA,2011.2,1108098,MECANICA GERAL I,4,UNID. ACAD. DE FISICA,5.1,Aprovado,2009.2,5,0
6804,272406920,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,8,Aprovado,2009.2,1,0
6805,272406920,14123100,ENGENHARIA ELETRICA,2011.2,1404163,CIRCUITOS LOGICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,0.8,Reprovado,2009.2,5,0
6806,272406920,14123100,ENGENHARIA ELETRICA,2011.2,1404164,LAB. CIRCUITOS LOGICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2009.2,5,0
6807,272406920,14123100,ENGENHARIA ELETRICA,2011.2,1114107,PROBABILIDADE E ESTATISTICA,4,UNID. ACAD. DE ESTATISTICA,0,Reprovado por Falta,2009.2,5,0
6808,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.2,Aprovado,2009.2,5,0
6809,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5,Aprovado,2009.2,5,0
6810,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8,Aprovado,2009.2,5,0
6811,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,7,Aprovado,2009.2,5,0
6812,34943148,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7.3,Aprovado,2009.2,1,0
6813,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2009.2,5,0
6814,34943148,14123100,ENGENHARIA ELETRICA,2009.2,1107212,QUIMICA,5,UNID. ACAD. DE ENGENHARIA QUIMICA,7,Aprovado,2009.2,1,0
6815,34943148,14123100,ENGENHARIA ELETRICA,2009.2,1109049,ALGEBRA LINEAR I,4,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.2,1,0
6816,34943148,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,8.5,Aprovado,2009.2,1,0
6817,34943148,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,5.7,Aprovado,2009.2,1,0
6818,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.1,Aprovado,2009.2,5,0
6819,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,5.8,Aprovado,2009.2,5,0
6820,34943148,14123100,ENGENHARIA ELETRICA,2011.2,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6,Aprovado,2009.2,5,0
6821,34943148,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,7.8,Aprovado,2009.2,1,0
6822,34943148,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,10,Aprovado,2009.2,1,0
6823,610160514,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,8.5,Aprovado,2009.2,1,0
6824,610160514,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,8,Aprovado,2009.2,1,0
6825,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,8.4,Aprovado,2009.2,5,0
6826,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.8,Aprovado,2009.2,5,0
6827,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2009.2,5,0
6828,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2009.2,5,0
6829,610160514,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7.1,Aprovado,2009.2,1,0
6830,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.7,Aprovado,2009.2,5,0
6831,610160514,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,10,Aprovado,2009.2,1,0
6832,610160514,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7,Aprovado,2009.2,1,0
6833,610160514,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.5,Aprovado,2009.2,1,0
6834,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.1,Aprovado,2009.2,5,0
6835,610160514,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7.4,Aprovado,2009.2,1,0
6836,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,7.3,Aprovado,2009.2,5,0
6837,610160514,14123100,ENGENHARIA ELETRICA,2011.2,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,5,Aprovado,2009.2,5,0
6838,372696742,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,6.8,Aprovado,2009.2,1,0
6839,372696742,14123100,ENGENHARIA ELETRICA,2011.2,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7,Aprovado,2009.2,5,0
6840,372696742,14123100,ENGENHARIA ELETRICA,2011.2,1108083,ELETRICIDADE E MAGNETISMO,4,UNID. ACAD. DE FISICA,7.7,Aprovado,2009.2,5,0
6841,372696742,14123100,ENGENHARIA ELETRICA,2011.2,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,6.9,Aprovado,2009.2,5,0
6842,372696742,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,9.5,Aprovado,2009.2,1,0
6843,372696742,14123100,ENGENHARIA ELETRICA,2011.2,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.5,Aprovado,2009.2,5,0
6844,372696742,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,4,Reprovado,2009.2,1,0
6845,372696742,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,6,Aprovado,2009.2,1,0
6846,372696742,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.8,Aprovado,2009.2,1,0
6847,372696742,14123100,ENGENHARIA ELETRICA,2011.2,1109108,VARIAVEIS COMPLEXAS,4,UNID. ACAD. DE MATEMATICA,3.8,Reprovado,2009.2,5,0
6848,372696742,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,8,Aprovado,2009.2,1,0
6849,372696742,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,8.8,Aprovado,2009.2,1,0
6850,660305425,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,8.5,Aprovado,2009.2,1,0
6851,660305425,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,9,Aprovado,2009.2,1,0
6852,660305425,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.7,Aprovado,2009.2,1,0
6853,660305425,14123100,ENGENHARIA ELETRICA,2009.2,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,9,Aprovado,2009.2,1,0
6854,660305425,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,6,Aprovado,2009.2,1,0
6855,660305425,14123100,ENGENHARIA ELETRICA,2009.2,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,8.7,Aprovado,2009.2,1,0
6856,660305425,14123100,ENGENHARIA ELETRICA,2009.2,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7,Aprovado,2009.2,1,0
6857,422841653,14123100,ENGENHARIA ELETRICA,2009.2,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,5.7,Aprovado,2009.2,1,0
6858,422841653,14123100,ENGENHARIA ELETRICA,2011.2,1109108,VARIAVEIS COMPLEXAS,4,UNID. ACAD. DE MATEMATICA,0,Reprovado,2009.2,5,0
6859,422841653,14123100,ENGENHARIA ELETRICA,2009.2,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,8.8,Aprovado,2009.2,1,0
6860,422841653,14123100,ENGENHARIA ELETRICA,2009.2,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,8.5,Aprovado,2009.2,1,0
6861,422841653,14123100,ENGENHARIA ELETRICA,2011.2,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado,2009.2,5,0
6862,422841653,14123100,ENGENHARIA ELETRICA,2011.2,1114107,PROBABILIDADE E ESTATISTICA,4,UNID. ACAD. DE ESTATISTICA,1.1,Reprovado,2009.2,5,0
6863,422841653,14123100,ENGENHARIA ELETRICA,2009.2,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,3.8,Reprovado,2009.2,1,0
